gene,oe_lof,oe_lof_lower,oe_lof_upper,oe_lof_upper_rank,pLI
SMIM5,0.564,0.184,1.79,17459.0,0.13265
LEMD1,1.0834,0.629,1.79,17460.0,3.3433e-06
CTD-2014B16.3,0.7462,0.291,1.791,17461.0,0.036562
ZNF586,0.74654,0.292,1.791,17462.0,0.036539
GTSF1L,0.92309,0.445,1.791,17463.0,0.0019965
RETN,0.74645,0.292,1.791,17464.0,0.036545
CDNF,1.1104,0.663,1.791,17465.0,6.1335e-07
OR2A5,1.0549,0.593,1.791,17466.0,1.7421e-05
ADIRF,0.74736,0.292,1.791,17467.0,0.036481
C12orf23,0.85056,0.376,1.791,17468.0,0.0088522
GAL3ST3,1.1545,0.722,1.792,17469.0,1.9296e-08
TMEM155,0.74792,0.292,1.792,17470.0,0.036443
SFTA2,0.74794,0.292,1.792,17471.0,0.036441
AC111200.1,0.0,0.0,1.792,17472.0,0.36087
B3GNT9,1.0556,0.593,1.792,17473.0,1.7363e-05
MPV17,1.2046,0.791,1.792,17474.0,9.6582e-11
TREM2,1.1748,0.748,1.793,17475.0,3.2892e-09
ECSCR,0.97954,0.503,1.793,17476.0,0.00042521
TMEM167A,0.97958,0.503,1.793,17477.0,0.00042515
NAT2,1.0872,0.631,1.793,17478.0,3.2744e-06
HRK,0.0,0.0,1.793,17479.0,0.36033
WFDC10B,0.7509,0.293,1.793,17480.0,0.036238
CGB1,0.74983,0.293,1.793,17481.0,0.036312
CAPS,1.0575,0.594,1.793,17482.0,1.7206e-05
CDCP2,1.2069,0.793,1.794,17483.0,9.4718e-11
PRM3,0.0,0.0,1.794,17484.0,0.35959
PDGFRL,1.2679,0.881,1.795,17485.0,1.1787e-14
RNASE10,0.92812,0.447,1.795,17486.0,0.0019671
ENPP7,1.2679,0.881,1.795,17487.0,1.1797e-14
TPRX1,0.0,0.0,1.795,17488.0,0.35947
RNF181,1.1768,0.749,1.795,17489.0,3.239e-09
B3GNTL1,1.3793,1.055,1.795,17490.0,4.0733e-28
C17orf100,0.57241,0.186,1.795,17491.0,0.1311
C3orf52,1.0252,0.553,1.795,17492.0,8.6244e-05
RDH14,1.0596,0.595,1.795,17493.0,1.7034e-05
ANKRD66,1.0607,0.596,1.795,17494.0,1.6946e-05
C8orf4,0.85834,0.379,1.796,17495.0,0.0086883
AGAP10,0.0,0.0,1.796,17496.0,0.35899
RP13-672B3.2,0.98339,0.505,1.796,17497.0,0.00041945
KRT32,1.3113,0.947,1.796,17498.0,1.3564e-18
FAM174A,1.0263,0.554,1.796,17499.0,8.5833e-05
AC006538.4,0.57535,0.187,1.796,17500.0,0.13057
NAT14,0.85929,0.379,1.796,17501.0,0.0086687
HIST1H4F,0.57451,0.187,1.796,17502.0,0.13072
OR5T3,0.98323,0.505,1.796,17503.0,0.0004197
C9orf169,0.86123,0.38,1.797,17504.0,0.0086287
OR10A4,1.0627,0.597,1.797,17505.0,1.6786e-05
TMEM212,1.1617,0.726,1.797,17506.0,1.833e-08
FAM72C,0.0,0.0,1.797,17507.0,0.35833
LAPTM4B,1.2481,0.85,1.797,17508.0,4.2764e-13
LL22NC03-75H12.2,0.757,0.295,1.797,17509.0,0.035827
PAGE3,0.86115,0.38,1.797,17510.0,0.0086303
KLRK1,1.2602,0.867,1.797,17511.0,6.9812e-14
TIMM8B,0.85998,0.379,1.797,17512.0,0.0086544
ZNF665,0.86128,0.38,1.797,17513.0,0.0086277
SLC31A2,1.0281,0.555,1.797,17514.0,8.5199e-05
C2CD4D,0.57788,0.188,1.798,17515.0,0.13012
CER1,1.0641,0.598,1.798,17516.0,1.6674e-05
PCDHB7,1.3063,0.937,1.798,17517.0,8.0848e-18
GPR18,1.1975,0.775,1.798,17518.0,5.3465e-10
POTED,0.9874,0.507,1.798,17519.0,0.00041359
ZNF737,0.98705,0.506,1.798,17520.0,0.00041409
TNFRSF10C,1.0938,0.635,1.798,17521.0,3.1588e-06
AP002956.1,0.0,0.0,1.798,17522.0,0.35763
AC064874.1,0.76135,0.296,1.799,17523.0,0.035541
COX14,0.0,0.0,1.799,17524.0,0.3573
PIR,1.1976,0.775,1.799,17525.0,5.3402e-10
OR4N2,0.98912,0.507,1.799,17526.0,0.00041111
C10orf67,1.1644,0.727,1.799,17527.0,1.7976e-08
MCCD1,0.93429,0.449,1.799,17528.0,0.0019319
INCA1,1.227,0.817,1.799,17529.0,1.5015e-11
GYPB,1.0321,0.557,1.8,17530.0,8.3815e-05
PSG11,1.3003,0.926,1.8,17531.0,4.8498e-17
PRSS58,1.1839,0.753,1.801,17532.0,3.0681e-09
ZNF487,0.76567,0.298,1.801,17533.0,0.035261
AAED1,1.1471,0.702,1.801,17534.0,1.0063e-07
PPP1R27,1.0337,0.557,1.801,17535.0,8.3279e-05
G6PC2,1.2925,0.913,1.801,17536.0,2.9565e-16
OR5M1,0.93778,0.451,1.801,17537.0,0.0019124
CTXN2,0.76638,0.298,1.802,17538.0,0.035215
OR1B1,1.0708,0.601,1.802,17539.0,1.615e-05
OR51T1,1.0707,0.601,1.802,17540.0,1.6162e-05
S100A11,0.86931,0.383,1.802,17541.0,0.0084662
RP11-113D6.10,0.76701,0.298,1.802,17542.0,0.035174
ACP1,1.168,0.73,1.802,17543.0,1.7531e-08
OMP,0.99342,0.509,1.802,17544.0,0.00040499
HIST1H3I,0.86888,0.383,1.802,17545.0,0.0084746
OR6M1,1.0362,0.559,1.802,17546.0,8.2424e-05
ZNHIT3,1.1273,0.673,1.803,17547.0,5.5408e-07
AP001631.10,0.0,0.0,1.803,17548.0,0.3552
ACKR4,1.1871,0.755,1.803,17549.0,2.9962e-09
POU5F2,0.99472,0.51,1.803,17550.0,0.00040316
RP1-32I10.10,0.58721,0.19,1.803,17551.0,0.12851
C7orf33,1.0722,0.602,1.803,17552.0,1.6048e-05
AL035588.1,0.0,0.0,1.803,17553.0,0.35496
C3orf14,1.0731,0.602,1.804,17554.0,1.5981e-05
CCL22,0.8726,0.384,1.804,17555.0,0.0084014
CBR3,1.1025,0.64,1.804,17556.0,3.0158e-06
AC005008.2,1.1025,0.64,1.804,17557.0,3.0161e-06
GAGE2C,0.0,0.0,1.804,17558.0,0.3546
TSHB,0.87479,0.385,1.805,17559.0,0.0083588
C16orf95,1.2208,0.801,1.805,17560.0,8.4064e-11
SPATC1L,1.1719,0.732,1.805,17561.0,1.7055e-08
CLRN1,1.1717,0.732,1.805,17562.0,1.7074e-08
RNASE12,0.87517,0.385,1.805,17563.0,0.0083516
NUDT8,1.0408,0.561,1.805,17564.0,8.0897e-05
HIGD1C,0.99985,0.512,1.806,17565.0,0.00039609
S100A14,0.94674,0.455,1.806,17566.0,0.0018638
SLC10A5,1.1529,0.705,1.806,17567.0,9.696e-08
PSMG4,0.94649,0.455,1.806,17568.0,0.0018651
ZNF587B,1.2601,0.858,1.806,17569.0,3.8024e-13
C6orf99,0.59457,0.192,1.806,17570.0,0.12728
KRTAP21-1,0.0,0.0,1.806,17571.0,0.35324
OR5K3,1.0422,0.562,1.806,17572.0,8.0434e-05
LAGE3,0.59501,0.192,1.806,17573.0,0.12721
FAM154B,1.2219,0.802,1.806,17574.0,8.3284e-11
POTEB,0.0,0.0,1.807,17575.0,0.35277
RP11-315D16.2,0.94783,0.455,1.807,17576.0,0.001858
KLRC2,1.209,0.782,1.807,17577.0,4.8735e-10
CKLF-CMTM1,0.77583,0.301,1.807,17578.0,0.034621
TMEM258,0.94927,0.456,1.807,17579.0,0.0018504
GOLGA8A,1.001,0.513,1.807,17580.0,0.00039454
PRKCDBP,1.0436,0.562,1.807,17581.0,7.9971e-05
AL031666.2,0.94928,0.456,1.807,17582.0,0.0018503
PDE6H,0.87827,0.386,1.807,17583.0,0.0082921
AC011308.1,0.0,0.0,1.807,17584.0,0.35252
RAX2,0.87851,0.386,1.807,17585.0,0.0082874
SPANXN4,0.0,0.0,1.807,17586.0,0.35242
TIMM23B,0.5981,0.193,1.808,17587.0,0.12671
NIPSNAP3A,1.2499,0.842,1.808,17588.0,2.2722e-12
STATH,1.0442,0.563,1.808,17589.0,7.9792e-05
AMTN,1.2247,0.804,1.808,17590.0,8.1348e-11
C10orf126,0.94992,0.456,1.808,17591.0,0.001847
BLOC1S5,1.1935,0.759,1.808,17592.0,2.8546e-09
AC025287.1,1.0026,0.514,1.808,17593.0,0.00039239
SDSL,1.2378,0.823,1.808,17594.0,1.3641e-11
OPTC,1.2105,0.783,1.809,17595.0,4.8162e-10
ZNF93,1.004,0.514,1.809,17596.0,0.00039048
OR51Q1,1.0466,0.564,1.809,17597.0,7.9022e-05
CST11,1.0471,0.564,1.809,17598.0,7.8838e-05
JMJD8,1.274,0.877,1.809,17599.0,6.0633e-14
RDH13,1.2744,0.877,1.809,17600.0,6.0402e-14
RP11-113D6.6,1.0053,0.515,1.809,17601.0,0.00038877
C12orf36,0.78008,0.302,1.809,17602.0,0.03436
C20orf202,0.78111,0.303,1.809,17603.0,0.034298
KRTAP10-2,0.0,0.0,1.81,17604.0,0.35103
HINT1,0.95443,0.458,1.81,17605.0,0.0018235
GPR39,1.1958,0.761,1.81,17606.0,2.8069e-09
PRAMEF2,1.2124,0.784,1.81,17607.0,4.7446e-10
HAMP,0.88423,0.389,1.81,17608.0,0.0081797
TCEAL2,0.0,0.0,1.81,17609.0,0.35082
C19orf40,1.1608,0.709,1.811,17610.0,9.2129e-08
SFR1,1.2134,0.785,1.811,17611.0,4.7059e-10
AF165138.7,1.1377,0.679,1.811,17612.0,5.2132e-07
TBC1D28,1.1799,0.737,1.811,17613.0,1.6133e-08
SLC22A31,1.2281,0.806,1.811,17614.0,7.91e-11
HSF2BP,1.3064,0.923,1.812,17615.0,2.5257e-16
TMEM223,1.0863,0.609,1.812,17616.0,1.5027e-05
SDHAF2,1.1145,0.646,1.812,17617.0,2.8312e-06
C17orf102,0.8872,0.39,1.812,17618.0,0.0081248
AL354993.1,0.7861,0.304,1.812,17619.0,0.033998
TMIE,1.0514,0.566,1.812,17620.0,7.749e-05
PABPC1L2A,0.0,0.0,1.812,17621.0,0.35004
ZNF547,0.89089,0.391,1.813,17622.0,0.0080575
KRTAP4-6,1.0124,0.518,1.813,17623.0,0.0003795
AC131097.4,0.88927,0.391,1.813,17624.0,0.0080869
COMMD5,1.0871,0.609,1.813,17625.0,1.497e-05
GINS2,1.1834,0.739,1.813,17626.0,1.5745e-08
C2orf27A,0.0,0.0,1.813,17627.0,0.3491
RSAD2,1.2889,0.895,1.813,17628.0,9.4432e-15
AC003002.4,0.89089,0.391,1.813,17629.0,0.0080575
KRTAP5-2,0.89147,0.391,1.814,17630.0,0.0080469
TMEM45B,1.2463,0.829,1.814,17631.0,1.266e-11
OR1N2,1.0888,0.61,1.814,17632.0,1.4852e-05
TAAR2,1.2323,0.809,1.814,17633.0,7.64e-11
BRI3,0.79005,0.306,1.814,17634.0,0.033766
C21orf37,0.79144,0.306,1.814,17635.0,0.033685
OR5T2,1.0135,0.519,1.814,17636.0,0.00037811
AC106873.4,0.61335,0.196,1.815,17637.0,0.12431
C1orf185,1.1448,0.683,1.815,17638.0,5.0044e-07
FCN1,1.3175,0.938,1.815,17639.0,3.9675e-17
MANBAL,0.79397,0.307,1.815,17640.0,0.033539
OTOL1,1.3007,0.911,1.815,17641.0,1.4999e-15
LRRC66,1.219,0.788,1.815,17642.0,4.5037e-10
DNAJC24,1.1446,0.682,1.815,17643.0,5.0103e-07
ZNF616,0.89355,0.392,1.815,17644.0,0.0080095
CCL1,0.89594,0.393,1.816,17645.0,0.0079669
CDRT15L2,0.96434,0.462,1.816,17646.0,0.0017737
CTD-2600O9.1,0.0,0.0,1.816,17647.0,0.34754
LINC01098,1.0169,0.52,1.816,17648.0,0.00037385
PQLC3,1.2212,0.789,1.816,17649.0,4.4278e-10
RP11-167N24.6,0.0,0.0,1.816,17650.0,0.34753
RP11-215A19.2,0.61676,0.197,1.816,17651.0,0.1238
AC068987.1,0.61701,0.197,1.816,17652.0,0.12376
MRPL20,1.123,0.651,1.817,17653.0,2.7079e-06
C20ORF135,0.61928,0.198,1.817,17654.0,0.12342
OR10Q1,1.0589,0.57,1.817,17655.0,7.5216e-05
PLA2G2F,1.1229,0.651,1.817,17656.0,2.7094e-06
C7orf71,1.0185,0.521,1.817,17657.0,0.00037182
C14orf182,1.059,0.57,1.817,17658.0,7.519e-05
TRIM49,1.148,0.684,1.817,17659.0,4.9111e-07
OR4K17,0.9666,0.463,1.817,17660.0,0.0017626
S100A3,0.89818,0.394,1.817,17661.0,0.0079273
RP4-576H24.4,0.96907,0.464,1.818,17662.0,0.0017506
CCL5,0.96886,0.464,1.818,17663.0,0.0017516
CFHR2,1.1899,0.742,1.818,17664.0,1.5063e-08
RP11-126K1.2,0.62178,0.198,1.818,17665.0,0.12305
C12orf68,0.96926,0.464,1.818,17666.0,0.0017497
C8orf59,0.89985,0.394,1.818,17667.0,0.007898
CRYGA,1.2241,0.791,1.818,17668.0,4.3304e-10
TMEM114,0.79968,0.309,1.818,17669.0,0.033213
CITED4,0.0,0.0,1.818,17670.0,0.34638
GPR78,1.1248,0.652,1.818,17671.0,2.6834e-06
S100P,0.79892,0.308,1.818,17672.0,0.033257
SSX7,1.1247,0.652,1.818,17673.0,2.6848e-06
AP000708.1,0.62417,0.199,1.819,17674.0,0.1227
OR12D3,0.90242,0.395,1.819,17675.0,0.0078534
IL18BP,1.1921,0.744,1.819,17676.0,1.484e-08
TSPAN19,1.2647,0.851,1.819,17677.0,1.9829e-12
RP11-17M16.1,0.0,0.0,1.819,17678.0,0.34567
ASCL2,0.0,0.0,1.819,17679.0,0.34557
CEA,1.1498,0.685,1.819,17680.0,4.8616e-07
CACNG1,1.1914,0.743,1.819,17681.0,1.4908e-08
FAM69C,1.1509,0.686,1.819,17682.0,4.8312e-07
PTER,1.2756,0.868,1.819,17683.0,3.2773e-13
COMMD2,1.2093,0.769,1.819,17684.0,2.5421e-09
FAM187B,1.2109,0.77,1.82,17685.0,2.512e-09
ZNF559,1.0991,0.616,1.82,17686.0,1.4172e-05
C19orf84,0.0,0.0,1.82,17687.0,0.34514
OR1G1,1.0234,0.523,1.82,17688.0,0.00036576
C16orf98,0.0,0.0,1.82,17689.0,0.34493
C1orf162,1.0986,0.615,1.82,17690.0,1.4202e-05
SMIM1,0.80418,0.31,1.82,17691.0,0.032962
MAGEE2,1.2655,0.852,1.82,17692.0,1.9687e-12
GAGE12H,0.0,0.0,1.82,17693.0,0.34494
WBP5,0.62801,0.2,1.821,17694.0,0.12214
FAM72A,0.80684,0.311,1.821,17695.0,0.032815
GPR111,1.3838,1.037,1.821,17696.0,2.5133e-24
VCX,0.0,0.0,1.821,17697.0,0.34444
LSMEM1,1.0261,0.524,1.821,17698.0,0.00036247
STARD4,1.2431,0.815,1.822,17699.0,6.9854e-11
TXNL4A,1.069,0.575,1.822,17700.0,7.2309e-05
AC017028.1,0.91017,0.398,1.823,17701.0,0.0077214
P2RY11,0.91107,0.399,1.823,17702.0,0.0077062
PET100,1.0292,0.526,1.823,17703.0,0.00035883
CHST6,1.2144,0.772,1.823,17704.0,2.4495e-09
RP11-386G21.2,0.0,0.0,1.823,17705.0,0.34302
AL035406.1,0.0,0.0,1.823,17706.0,0.34347
ZFP41,1.0306,0.526,1.823,17707.0,0.00035717
ZFP41,1.0306,0.526,1.823,17708.0,0.00035717
MS4A10,1.2588,0.837,1.823,17709.0,1.136e-11
RP11-1396O13.13,1.0302,0.526,1.823,17710.0,0.0003577
CRYGB,1.1806,0.721,1.824,17711.0,8.1381e-08
C21orf54,1.0324,0.527,1.824,17712.0,0.00035513
C14orf142,0.91222,0.399,1.824,17713.0,0.007687
NACA2,0.81428,0.313,1.824,17714.0,0.032413
C1orf234,0.91443,0.4,1.825,17715.0,0.0076505
CTD-2583A14.10,0.91513,0.4,1.825,17716.0,0.0076389
OR5AS1,0.98343,0.47,1.825,17717.0,0.0016835
AKR1CL1,1.1073,0.62,1.825,17718.0,1.3656e-05
GJB5,1.1066,0.619,1.825,17719.0,1.3704e-05
C11orf83,0.81582,0.313,1.825,17720.0,0.032331
HIST1H2AE,0.81559,0.313,1.825,17721.0,0.032343
CCL3L1,0.63918,0.202,1.825,17722.0,0.12057
MT1G,0.81881,0.314,1.826,17723.0,0.032173
MUSTN1,1.0751,0.578,1.826,17724.0,7.0616e-05
C9orf153,0.91699,0.401,1.826,17725.0,0.0076085
EIF5AL1,0.0,0.0,1.826,17726.0,0.34147
CLLU1,0.98562,0.471,1.826,17727.0,0.0016736
TMEM218,0.98522,0.471,1.826,17728.0,0.0016754
TP53TG3D,0.91753,0.401,1.826,17729.0,0.0075995
CLDN4,1.0781,0.579,1.827,17730.0,6.9789e-05
NBPF12,1.3166,0.922,1.827,17731.0,1.2675e-15
ZNF519,0.91921,0.402,1.827,17732.0,0.0075723
CIB3,1.2204,0.775,1.827,17733.0,2.3448e-09
C19orf82,0.98654,0.471,1.827,17734.0,0.0016695
PET117,0.82083,0.315,1.827,17735.0,0.032067
C7orf69,0.98784,0.472,1.827,17736.0,0.0016636
UBE2Q2L,0.0,0.0,1.828,17737.0,0.34005
C1orf233,0.64725,0.204,1.828,17738.0,0.11948
GAGE10,0.98839,0.472,1.828,17739.0,0.0016612
CYB5D1,1.2376,0.799,1.828,17740.0,3.9032e-10
SULT2A1,1.3177,0.923,1.828,17741.0,1.2523e-15
AL162407.1,0.0,0.0,1.828,17742.0,0.33991
SLC34A1,1.4064,1.067,1.828,17743.0,8.9128e-27
BTN2A1,1.371,1.007,1.829,17744.0,3.3958999999999994e-21
ZNF670,1.0411,0.531,1.829,17745.0,0.00034522
EIF4EBP3,1.0422,0.532,1.829,17746.0,0.00034389
CFHR5,1.4363,1.116,1.829,17747.0,2.1117e-32
PRSS48,1.2672,0.842,1.829,17748.0,1.0574e-11
TCTE3,1.2245,0.778,1.829,17749.0,2.278e-09
C22orf23,1.3002,0.894,1.829,17750.0,4.6831e-14
RP11-770J1.5,0.64885,0.204,1.829,17751.0,0.11927
LCN1,1.2084,0.753,1.83,17752.0,1.3298e-08
OR1J1,1.0836,0.582,1.83,17753.0,6.8342e-05
RP11-219B4.6,0.65323,0.205,1.83,17754.0,0.11869
PSMB11,1.1446,0.662,1.83,17755.0,2.4272e-06
CTRB1,1.1449,0.662,1.83,17756.0,2.4233e-06
SIGLECL1,1.1897,0.726,1.83,17757.0,7.6919e-08
APCS,0.82771,0.317,1.83,17758.0,0.031714
AC013468.1,0.0,0.0,1.83,17759.0,0.33869
CELA2A,1.3288,0.938,1.83,17760.0,1.9736e-16
OR2A4,0.65326,0.205,1.83,17761.0,0.11869
FAM174B,0.99377,0.474,1.83,17762.0,0.0016376
ASCL4,0.99528,0.475,1.831,17763.0,0.0016311
ZNF28,0.92797,0.405,1.831,17764.0,0.0074328
ZNF576,0.99492,0.475,1.831,17765.0,0.0016326
KCNE1L,0.6544,0.205,1.831,17766.0,0.11854
HRASLS2,1.0856,0.583,1.831,17767.0,6.7817e-05
CD3EAP,0.82943,0.318,1.831,17768.0,0.031626
C15orf56,0.83024,0.318,1.831,17769.0,0.031586
ZNF530,0.92757,0.405,1.831,17770.0,0.007439
AC007956.1,0.92907,0.405,1.831,17771.0,0.0074157
PNRC2,0.0,0.0,1.832,17772.0,0.33763
MNDA,1.3395,0.953,1.832,17773.0,3.0917e-17
C1orf204,1.2124,0.755,1.832,17774.0,1.2953e-08
SMIM9,0.93055,0.406,1.832,17775.0,0.0073927
C16orf91,1.2827,0.863,1.832,17776.0,1.6879e-12
CTD-2210P24.4,0.65922,0.207,1.832,17777.0,0.11792
TRIM40,1.2586,0.825,1.832,17778.0,6.1659e-11
RP11-463J10.2,0.83448,0.319,1.832,17779.0,0.031374
ID4,0.83713,0.32,1.833,17780.0,0.031243
MT1E,0.83509,0.319,1.833,17781.0,0.031344
PGBD4,0.0,0.0,1.833,17782.0,0.33709
AL136218.1,1.0488,0.534,1.833,17783.0,0.00033675
AL138815.1,0.66142,0.207,1.833,17784.0,0.11764
AL929472.1,0.0,0.0,1.833,17785.0,0.33693
HIST1H2BJ,0.83681,0.32,1.833,17786.0,0.031259
OR5M11,1.0505,0.535,1.833,17787.0,0.00033488
RNASE9,0.0,0.0,1.833,17788.0,0.33655
CDKN2B,0.93417,0.407,1.833,17789.0,0.0073369
OR51B6,1.0895,0.584,1.833,17790.0,6.6815e-05
OR13F1,1.1227,0.628,1.833,17791.0,1.2757e-05
LYG2,1.2313,0.782,1.833,17792.0,2.1715e-09
VCX3B,0.0,0.0,1.833,17793.0,0.33685
CARD17,1.0901,0.585,1.833,17794.0,6.6679e-05
MR1,1.3483,0.966,1.833,17795.0,4.9023e-18
RP11-77K12.1,1.1214,0.627,1.833,17796.0,1.2828e-05
C2orf66,0.93636,0.408,1.834,17797.0,0.0073036
MMP23B,0.66399,0.208,1.834,17798.0,0.11732
C10orf10,0.0,0.0,1.834,17799.0,0.33608
CLDN17,1.0512,0.536,1.834,17800.0,0.00033411
TAF9,1.1748,0.699,1.834,17801.0,4.2231e-07
APOL2,0.93568,0.408,1.834,17802.0,0.0073139
SSNA1,1.0515,0.536,1.834,17803.0,0.00033383
PCBD1,1.0531,0.536,1.835,17804.0,0.00033216
C1orf63,1.3088,0.899,1.835,17805.0,4.3086e-14
C10orf91,0.84123,0.321,1.835,17806.0,0.031044
ARL17B,0.0,0.0,1.835,17807.0,0.33578
NDUFA7,1.0927,0.586,1.835,17808.0,6.6032e-05
CCL4L1,0.0,0.0,1.835,17809.0,0.33576
DGCR6,1.2761,0.848,1.835,17810.0,9.8176e-12
HHLA3,0.93797,0.408,1.835,17811.0,0.0072792
MAGIX,1.0927,0.586,1.835,17812.0,6.6022e-05
AC112205.1,0.0,0.0,1.835,17813.0,0.33575
ACYP2,1.0955,0.587,1.836,17814.0,6.5331e-05
PSG6,1.3857,1.023,1.836,17815.0,4.8204e-22
OR51F2,1.179,0.701,1.836,17816.0,4.1263e-07
RNASE7,0.67418,0.21,1.837,17817.0,0.11606
C5orf64,0.94337,0.41,1.837,17818.0,0.0071986
COX8A,0.67418,0.21,1.837,17819.0,0.11606
MEIG1,1.0583,0.539,1.837,17820.0,0.00032669
CHAC2,1.1566,0.668,1.837,17821.0,2.2869e-06
TREML1,1.2912,0.868,1.837,17822.0,1.5671e-12
MC5R,1.0963,0.588,1.837,17823.0,6.513e-05
DDTL,0.0,0.0,1.837,17824.0,0.33439
OR4S1,1.0094,0.481,1.837,17825.0,0.0015718
C8orf33,1.2369,0.785,1.837,17826.0,2.0873e-09
OR2T33,0.67374,0.21,1.837,17827.0,0.11612
ANXA8L1,0.0,0.0,1.837,17828.0,0.33439
ECI1,1.2899,0.867,1.837,17829.0,1.5853e-12
RP11-830F9.6,0.0,0.0,1.837,17830.0,0.33439
AC003006.7,0.94558,0.411,1.838,17831.0,0.0071661
PHPT1,1.0999,0.589,1.838,17832.0,6.427e-05
AAMDC,1.1581,0.669,1.838,17833.0,2.2702e-06
ATP2C2,1.5302,1.268,1.838,17834.0,5.024599999999999e-60
C17orf64,1.2919,0.869,1.838,17835.0,1.558e-12
LCE2A,0.9452,0.411,1.838,17836.0,0.0071716
SCP2D1,0.94569,0.411,1.838,17837.0,0.0071644
OR1L1,0.0,0.0,1.839,17838.0,0.33258
C14orf177,0.85199,0.324,1.839,17839.0,0.030533
IFITM3,0.85341,0.325,1.839,17840.0,0.030466
AMY1A,1.0617,0.54,1.839,17841.0,0.00032325
PSG3,1.4101,1.061,1.839,17842.0,2.9137e-25
AC011500.1,1.0136,0.482,1.839,17843.0,0.0015552
SCGB3A1,0.85284,0.325,1.839,17844.0,0.030493
SPINK8,1.1023,0.591,1.839,17845.0,6.3692e-05
AC009802.1,0.0,0.0,1.84,17846.0,0.3319
OR4F5,0.85584,0.325,1.84,17847.0,0.030354
CCL24,0.95091,0.413,1.84,17848.0,0.0070888
MTMR8,1.3653,0.984,1.84,17849.0,7.0105e-19
ZNF730,1.1027,0.591,1.84,17850.0,6.3597e-05
CRYGN,1.186,0.705,1.84,17851.0,3.9735e-07
GDPGP1,1.2252,0.763,1.84,17852.0,1.1916e-08
CGB2,0.85468,0.325,1.84,17853.0,0.030408
RP1-127H14.3,1.0151,0.483,1.84,17854.0,0.0015489
AC015987.2,0.68286,0.212,1.84,17855.0,0.11503
AC015989.1,0.0,0.0,1.84,17856.0,0.33245
CLEC2A,1.1653,0.673,1.841,17857.0,2.191e-06
DEFB104B,0.0,0.0,1.841,17858.0,0.33176
DKFZP779J2370,0.85806,0.326,1.841,17859.0,0.030253
RP11-368I7.4,1.0665,0.542,1.841,17860.0,0.0003184
S100G,0.68581,0.212,1.841,17861.0,0.11469
RPAIN,1.2716,0.833,1.841,17862.0,5.5657e-11
VCPKMT,1.272,0.833,1.841,17863.0,5.5498e-11
UBD,0.95386,0.414,1.841,17864.0,0.0070467
RP11-80A15.1,0.6848,0.212,1.841,17865.0,0.11481
RP11-9B6.1,0.0,0.0,1.841,17866.0,0.33142
ZNF92,1.1057,0.592,1.841,17867.0,6.2887e-05
GPR148,1.107,0.593,1.842,17868.0,6.2587e-05
PRAMEF7,0.0,0.0,1.842,17869.0,0.33075
OR10R2,1.0702,0.544,1.842,17870.0,0.0003148
IGFALS,1.2746,0.835,1.842,17871.0,5.4379e-11
DYNLRB2,1.1108,0.595,1.843,17872.0,6.1715e-05
UBL4B,0.86311,0.328,1.843,17873.0,0.030024
ZNF736,1.0716,0.545,1.843,17874.0,0.00031345
LCE1B,0.86275,0.328,1.843,17875.0,0.03004
TRIM65,1.3885,1.019,1.843,17876.0,2.7065999999999998e-21
FAM86B1,1.1932,0.709,1.844,17877.0,3.8216e-07
AC096644.1,0.69567,0.214,1.844,17878.0,0.11357
KRTAP2-3,0.96171,0.417,1.844,17879.0,0.0069368
FAM72D,0.86578,0.328,1.844,17880.0,0.029905
PRAMEF15,0.0,0.0,1.844,17881.0,0.32928
C1orf200,0.86874,0.329,1.844,17882.0,0.029774
LRP5L,1.2774,0.836,1.844,17883.0,5.3205e-11
DDT,0.0,0.0,1.844,17884.0,0.32959
AC006486.1,0.69621,0.214,1.844,17885.0,0.11351
GAGE13,0.0,0.0,1.844,17886.0,0.32958
DEFB124,0.6981,0.215,1.844,17887.0,0.1133
RNF183,1.0244,0.487,1.844,17888.0,0.001513
VMO1,1.1723,0.677,1.845,17889.0,2.1183e-06
MMP28,1.1145,0.596,1.845,17890.0,6.0903e-05
ID1,1.0749,0.546,1.845,17891.0,0.00031026
HSPB3,1.1143,0.596,1.845,17892.0,6.0944e-05
UPK3BL,0.70056,0.215,1.845,17893.0,0.11302
LCE5A,0.87156,0.33,1.845,17894.0,0.029651
TMEM61,1.1148,0.596,1.845,17895.0,6.0832e-05
SLC22A16,1.4287,1.084,1.846,17896.0,6.3118000000000006e-27
CHURC1,1.1748,0.678,1.846,17897.0,2.0933e-06
OR4F6,1.148,0.64,1.846,17898.0,1.1444e-05
MC2R,1.0782,0.547,1.846,17899.0,0.00030712
HIST1H2AI,0.87465,0.331,1.846,17900.0,0.029517
RP11-10A14.4,0.87488,0.331,1.846,17901.0,0.029508
C1orf145,0.87744,0.332,1.847,17902.0,0.029398
CXorf66,0.87787,0.332,1.847,17903.0,0.029379
PEX12,1.3448,0.941,1.847,17904.0,9.4838e-16
POM121L2,0.0,0.0,1.847,17905.0,0.32747
TIMM10,1.0326,0.49,1.847,17906.0,0.0014821
C11orf1,1.2547,0.795,1.847,17907.0,1.8467e-09
ZNF695,1.0799,0.548,1.847,17908.0,0.00030547
TRAPPC2P1,0.87513,0.331,1.847,17909.0,0.029497
OR10X1,1.0796,0.548,1.847,17910.0,0.00030581
AC003101.1,1.0799,0.548,1.847,17911.0,0.00030547
CXCL3,1.0833,0.55,1.848,17912.0,0.00030234
